customer_id,price,discount,total_spend,purchase_count,basket_value,loyalty_flag
103,1431.23,0.11,4789.2,4,1345.28,0
104,1214.66,0.01,5210.88,4,1315.88,0
105,648.18,0.24,2799.48,6,613.92,0
106,263.84,0.16,2265.23,10,269.67,0
107,1262.97,0.12,5601.34,6,1060.86,1
108,1120.88,0.35,4904.8,6,1257.64,0
109,1319.47,0.3,7004.48,8,1250.8,0
110,1124.35,0.34,6289.27,8,1191.15,0
111,1805.42,0.2,11021.86,7,1968.19,1
112,1269.16,0.05,5328.41,5,1121.77,1
113,1065.92,0.28,4427.75,5,1229.93,0
114,1301.21,0.08,10022.11,8,1361.7,1
115,1071.4,0.18,5974.48,7,1040.85,1
116,1227.88,0.03,6238.23,6,1071.86,1
117,834.76,0.33,7240.66,11,982.45,0
118,1197.42,0.05,10028.88,8,1319.59,1
119,1056.64,0.36,1194.53,2,933.23,0
120,863.18,0.35,4197.18,8,807.15,0
121,1792.72,0.19,6527.89,4,2014.78,0
122,874.88,0.3,2641.41,4,943.36,0
123,1202.09,0.25,4987.09,5,1329.89,0
124,959.16,0.32,4458.22,7,936.6,0
125,1289.11,0.17,3487.82,3,1400.73,0
126,817.68,0.31,2692.93,5,780.56,0
127,1452.11,0.18,6319.25,6,1284.4,1
128,1810.85,0.38,3546.93,3,1906.95,0
129,948.14,0.19,3656.89,4,1128.67,0
130,1565.09,0.19,2343.36,2,1446.52,0
131,1085.44,0.31,2949.03,4,1068.49,0
132,1651.74,0.33,8285.82,7,1766.7,0
133,1856.55,0.22,2944.3,2,1887.37,0
134,1129.89,0.07,2390.29,2,1285.1,0
135,743.92,0.19,5325.33,8,821.81,1
136,1484.43,0.39,5218.62,7,1222.16,0
137,1267.33,0.3,6384,6,1520,0
138,1350.54,0.32,7077.6,7,1486.89,0
139,1098.05,0.01,3735.9,3,1257.88,0
140,934.65,0.19,4817.13,6,991.18,0
141,1548.1,0.26,10470.88,8,1768.73,0
142,1295.94,0.33,2200.97,3,1095.01,0
143,766.93,0.02,3529.08,5,720.22,0
144,1406.06,0.34,8541.83,8,1617.77,0
145,1345.85,0.22,2773.46,3,1185.24,0
146,1102.41,0.08,4215.58,5,916.43,0
147,1685.94,0.13,14722.28,9,1880.24,1
148,1014.55,0.11,5120.62,5,1150.7,1
149,1149.3,0.21,7068.83,9,994.21,1
150,1430.59,0.02,9604.16,6,1633.36,1
151,1223.03,0.06,9884.29,8,1314.4,1
152,784.67,0.33,3179.7,6,790.97,0
153,1255.14,0.05,4049.68,3,1420.94,0
154,1075.68,0.09,4736.28,5,1040.94,0
155,1457.1,0.18,4194.3,4,1278.75,0
156,1245.37,0.21,6294.19,7,1138.19,1
157,1228.35,0.31,8493.14,10,1230.89,0
158,885.52,0.18,2940.91,4,896.62,0
159,1130.99,0.32,863.08,1,1269.23,0
160,1491.03,0.25,8740.2,7,1664.8,0
161,967.04,0.05,8537.26,9,998.51,1
162,1190.23,0.06,6222.38,5,1323.91,1
163,919.07,0.17,4681.47,7,805.76,0
164,844.85,0.16,3491.71,6,692.8,0
165,1174.54,0.3,5670.34,6,1350.08,0
166,1252.14,0.23,7204.08,9,1039.55,1
167,1798.16,0.16,6787.03,5,1615.96,1
168,1063.36,0.07,10661.89,10,1146.44,1
169,1184.95,0.09,12470.97,12,1142.03,1
170,824.98,0.23,5115.97,7,949.16,1
171,1383.67,0.17,1055.64,1,1271.86,0
172,1319.43,0.21,6710.64,8,1061.81,1
173,1646.52,0.07,11273.31,8,1515.23,1
174,1533.49,0.27,5772.04,5,1581.38,0
175,1305.42,0.34,5731.76,7,1240.64,0
176,1058.98,0.1,3865.5,4,1073.75,0
177,1261.4,0.2,8127.95,7,1451.42,1
178,1166.7,0.39,3316.45,4,1359.2,0
179,1486.02,0.13,8202.68,7,1346.91,1
180,1447.87,0.24,5418.57,5,1425.94,1
181,1111.08,0.04,13051.24,12,1132.92,1
182,761.4,0.24,3413.08,5,898.18,0
183,1600.02,0.04,9211.87,5,1919.14,1
184,1374.56,0.38,3810.15,5,1229.08,0
185,1104.15,0.29,3420.5,4,1204.4,0
186,1362.86,0.32,4407.66,5,1296.37,0
187,1222.46,0.28,4948.93,7,981.93,0
188,1595.59,0.24,3898.44,4,1282.38,0
189,621.07,0.18,1503.72,3,611.27,0
190,1080.84,0.34,2840.11,4,1075.8,0
191,1679.72,0.38,3370.17,4,1358.94,0
192,1368.96,0.2,10593.5,9,1471.32,1
193,1731.78,0.37,6006.72,6,1589.08,0
194,833.46,0.23,3285.71,5,853.43,0
195,1521.66,0.22,10923.82,10,1400.49,1
196,1503.67,0.18,2137.67,2,1303.46,0
197,695.48,0.08,5544.78,9,669.66,1
198,1111.35,0,10915.63,11,992.33,1
199,1168.04,0.1,7461.09,7,1184.3,1
200,714.13,0.2,4019.84,8,628.1,0
201,1117.62,0.15,5719.04,6,1121.38,1
202,1461.95,0.18,5172.52,5,1261.59,1
203,1082.72,0.39,4233.78,6,1156.77,0
204,1272.64,0.14,3616.93,3,1401.91,0
205,1274.81,0.18,7059.48,8,1076.14,1
206,1196.36,0.05,4487.61,4,1180.95,0
207,988.45,0.02,4012.02,5,818.78,0
208,1397.64,0.31,3006.74,3,1452.53,0
209,723.89,0.23,4038.93,8,655.67,0
210,1202.58,0.3,5106.65,6,1215.87,0
211,1615.65,0.06,16822.46,11,1626.93,1
212,1065.79,0.23,6719.71,7,1246.7,1
213,981.8,0.1,9009.72,10,1001.08,1
214,1417.65,0.09,11996.06,9,1464.72,1
215,1249.03,0,7199.34,6,1199.89,1
216,1423.63,0.05,7976.96,5,1679.36,1
217,1211.55,0.12,5921.87,5,1345.88,1
218,483.51,0.05,4199.1,10,442.01,0
219,1553.97,0.39,1078.44,1,1767.93,0
220,1821.01,0.12,10914.1,7,1771.77,1
221,1585.21,0.05,10223.58,6,1793.61,1
222,200,0.08,1038.82,5,225.83,0
223,1335.33,0.24,5331.32,6,1169.15,1
224,1059.98,0.03,9998.12,9,1145.26,1
225,874.73,0.34,3702.84,7,801.48,0
226,1236.82,0.38,4932.97,7,1136.63,0
227,1155.32,0.1,4775.45,5,1061.21,0
228,1352.6,0.18,4836.82,4,1474.64,0
229,1216.97,0.01,7522.17,7,1085.45,1
230,863.76,0.26,3581.04,7,691.32,0
231,1027.02,0.17,2777.45,3,1115.44,0
232,978.61,0.11,2269.23,3,849.9,0
233,685.06,0.08,3183.27,6,576.68,0
234,788.51,0.26,4700.1,9,705.72,0
235,1136.68,0.17,5388.71,6,1082.07,1
236,1627.13,0.07,11989.19,8,1611.45,1
237,1039.33,0.28,4895.94,8,849.99,0
238,972.77,0.23,4450.1,5,1155.87,0
239,845.61,0.34,3031.68,5,918.69,0
240,1209.16,0.05,9607.21,9,1123.65,1
241,1553.78,0.31,7954.87,8,1441.1,0
242,1800.8,0.27,9012.66,7,1763.73,0
243,1285.62,0.05,8981.09,7,1350.54,1
244,1242,0.28,1535.5,2,1066.32,0
245,1036.96,0.18,5211.52,7,907.93,1
246,1087.03,0.38,3854.29,5,1243.32,0
247,1388.75,0.06,3534.45,3,1253.35,0
248,1105.54,0.26,3894.47,5,1052.56,0
249,1151.32,0.15,4495.82,4,1322.3,0
250,1192.4,0.38,6300.24,8,1270.21,0
251,1022.75,0.13,6667.61,8,957.99,1
252,1177.51,0.38,2351.1,3,1264.03,0
253,594.18,0.36,1228.85,4,480.02,0
254,1364.65,0.11,9303.13,7,1493.28,1
255,1905.53,0.32,5156.11,4,1895.63,0
256,1034.39,0.4,7682.2,11,1163.97,0
257,1312.15,0.1,6978.46,5,1550.77,1
258,1455.47,0.17,8482.73,6,1703.36,1
259,1584.06,0.21,5825.08,4,1843.38,0
260,1120.7,0.12,2973.06,3,1126.16,0
261,659,0.01,4311.36,7,622.13,0
262,1280.17,0.09,4594.66,4,1262.27,0
263,1238.59,0.11,1186.08,1,1332.67,0
264,1096.3,0.18,6222.27,6,1264.69,1
265,1159.95,0.07,6666.24,7,1024,1
266,1243.1,0.35,8488.58,9,1451.04,0
267,1308.53,0.28,6365.52,6,1473.5,0
268,1295.94,0.03,14978.45,10,1544.17,1
269,1134.69,0.26,7739.1,8,1307.28,0
270,1315.28,0.26,4438.15,5,1199.5,0
271,1114.49,0.38,6402.82,11,938.83,0
272,1392.61,0,2353.22,2,1176.61,0
273,1011.77,0.1,5841.86,7,927.28,1
274,1221.92,0.37,4024.85,5,1277.73,0
275,712.88,0.37,2518.93,5,799.66,0
276,1089.03,0.29,5380.17,6,1262.95,0
277,1370.25,0.31,5953.65,6,1438.08,0
278,889.88,0.04,4797.48,7,713.91,0
279,1103.97,0.21,6864.35,9,965.45,1
280,478.48,0.09,2194.21,6,401.87,0
281,789.58,0.07,2082.48,3,746.41,0
282,868.06,0.32,5315.4,9,868.53,0
283,1230.53,0.05,6688.44,7,1005.78,1
284,1300.02,0.19,989.2,1,1221.23,0
285,1183.18,0.38,5754.88,9,1031.34,0
286,1085.22,0.07,4274.5,4,1149.06,0
287,1086.27,0.39,4572.1,7,1070.75,0
288,1414.81,0.4,3389.18,4,1412.16,0
289,1263.85,0.22,4786.47,5,1227.3,0
290,1099.82,0.07,6047.05,5,1300.44,1
291,1587.99,0.13,4895.63,4,1406.79,0
292,1784.99,0.17,7457.09,5,1796.89,1
293,826.28,0.12,4774.65,6,904.29,0
294,1356.75,0.11,8644.75,7,1387.6,1
295,2126.97,0.39,7600.54,5,2491.98,0
296,1284.06,0.06,5740.49,5,1221.38,1
297,1234.63,0.29,4319.25,5,1216.69,0
298,1183.28,0,5931.12,6,988.52,1
299,1347.05,0.24,5341.96,5,1405.78,1
300,1426.47,0.37,6580.38,8,1305.63,0
301,826.57,0.12,2514.2,4,714.26,0
302,1192.05,0.07,7898.45,7,1213.28,1
303,519.15,0.26,3502.23,9,525.86,0
304,1137.21,0.29,6704.39,10,944.28,0
305,929.19,0.28,3610.3,5,1002.86,0
306,1301.75,0.13,11885.94,10,1366.2,1
307,703.09,0.1,1662.2,3,615.63,0
308,1046.3,0.38,3844.66,6,1033.51,0
309,1489.96,0.37,10214,10,1621.27,0
310,997.1,0.18,4136.24,5,1008.84,0
311,628.52,0.34,2384.91,6,602.25,0
312,1277.26,0.18,7783.37,8,1186.49,1
313,1024.04,0.17,6212.4,7,1069.26,1
314,1144.23,0.06,2528.99,2,1345.21,0
315,981.04,0.17,9572.26,11,1048.44,1
316,1792.32,0.21,8225.54,7,1487.44,1
317,732.58,0.01,3569.25,5,721.06,0
318,2050.05,0.18,11663.01,6,2370.53,1
319,1082.81,0.31,3755.64,6,907.16,0
320,1255.03,0.27,2190.66,2,1500.45,0
321,1027.56,0.25,4545.53,5,1212.14,0
322,1015.01,0.36,3780.18,7,843.79,0
323,964.55,0.01,6722.71,6,1131.77,1
324,1380.38,0.22,7124.26,7,1304.81,1
325,776.76,0.31,5488.77,9,883.86,0
326,1309.23,0.22,5927.17,6,1266.49,1
327,544.65,0.13,3701.05,8,531.76,0
328,1282.06,0.05,3850.06,3,1350.9,0
329,1454.74,0.36,6199.53,6,1614.46,0
330,817.64,0.19,1077.56,2,665.16,0
331,1403.62,0.35,946.35,1,1455.92,0
332,1215.42,0.23,1637.2,2,1063.12,0
333,1679.53,0.27,6903.06,6,1576.04,0
334,943.44,0.32,4820.22,8,886.07,0
335,2044.8,0.26,10460.96,7,2019.49,0
336,482.77,0.16,1135.86,3,450.74,0
337,1101.15,0.21,2199.86,3,928.21,0
338,690.43,0.32,2417.64,6,592.56,0
339,1755.32,0.15,3640.71,3,1427.73,0
340,1121.49,0.16,5585.03,6,1108.14,1
341,1148.49,0.04,9120.79,7,1357.26,1
342,1332.97,0.37,1421.34,2,1128.05,0
343,1198.56,0.04,5424.04,4,1412.51,0
344,1021.87,0.26,6614.18,8,1117.26,0
345,823.01,0.17,6486.05,9,868.28,1
346,1250.55,0.16,7780.53,7,1323.22,1
347,1313.65,0.27,4337.16,4,1485.33,0
348,1408.61,0.03,5757.58,5,1187.13,1
349,1773.82,0.24,9454.65,7,1777.19,1
350,547.87,0.31,2039.16,5,591.06,0
351,1179.68,0.33,1635.67,2,1220.65,0
352,1557.52,0.07,4923.9,3,1764.84,0
353,1162.64,0.36,6167.81,10,963.72,0
354,498.55,0.26,2779.48,7,536.58,0
355,812.69,0.35,2141.75,4,823.75,0
356,1298.57,0.19,6005.99,6,1235.8,1
357,1287.66,0.22,8461.84,9,1205.39,1
358,1401.76,0.37,3703.17,4,1469.51,0
359,965.7,0.36,6432.36,9,1116.73,0
360,1277.96,0.18,9416.95,9,1276.01,1
361,916.24,0.11,9213.72,10,1035.25,1
362,1277.99,0.16,8251.96,8,1227.97,1
363,1215.96,0.16,4294.79,5,1022.57,0
364,953.74,0.11,4199.7,6,786.46,0
365,1667.46,0.11,4870.83,4,1368.21,0
366,688.31,0.34,1730.02,4,655.31,0
367,1157.51,0.03,10496.86,10,1082.15,1
368,947.13,0.27,3006.72,4,1029.7,0
369,1750.26,0.07,7143.37,4,1920.26,0
370,1379.52,0.14,6812.71,7,1131.68,1
371,1005.21,0.02,2625.66,3,893.08,0
372,1116.09,0.11,7229.01,8,1015.31,1
373,1758.38,0.31,9891.12,8,1791.87,0
374,916.12,0.35,3575.62,7,785.85,0
375,670.67,0.09,2604.74,5,572.47,0
376,1287.3,0.19,4911.26,4,1515.82,0
377,1294.09,0.19,0,0,1451.56,0
378,1399.81,0.35,3174.6,4,1221,0
379,1401.79,0.31,1862.17,2,1349.4,0
380,1731.21,0.21,5154.69,4,1631.23,0
381,684.56,0.27,4463.16,8,764.24,0
382,839.16,0.34,2780.55,5,842.59,0
383,1398.66,0,9523.68,8,1190.46,1
384,868.31,0.16,4794.65,6,951.32,0
385,763.02,0.36,1872.77,4,731.55,0
386,1759.75,0.3,10035.08,9,1592.87,0
387,714.02,0.22,3175.19,6,678.46,0
388,1094.62,0.21,5183.85,6,1093.64,1
389,1182.19,0.14,3811.52,4,1108,0
390,1592.74,0.21,2256.73,2,1428.31,0
391,639.36,0.26,2723.5,6,613.4,0
392,1324.64,0.17,7991.93,9,1069.87,1
393,932.89,0.29,2203.63,3,1034.57,0
394,1388.28,0.34,1591.33,2,1205.55,0
395,927.96,0.06,2852.56,4,758.66,0
396,1671.69,0.18,10185.4,7,1774.46,1
397,929.71,0.16,3466.11,4,1031.58,0
398,461.41,0.27,1516.44,4,519.33,0
399,963.35,0.1,6918.12,8,960.85,1
400,1121.61,0.26,3660.89,5,989.43,0
401,1524.71,0.35,8680.83,8,1669.39,0
402,822.48,0.17,2948.76,4,888.18,0
403,828.41,0.36,2858.23,6,744.33,0
404,1488.17,0.4,6221.92,6,1728.31,0
405,787.43,0.04,1908.92,3,662.82,0
406,1146.3,0.09,8711.74,7,1367.62,1
407,1152.4,0.38,6539.56,8,1318.46,0
408,1265.27,0.38,9277.72,11,1360.37,0
409,975.05,0.04,8802.59,8,1146.17,1
410,921.9,0.01,2981.52,3,1003.88,0
411,1300.47,0.06,6426.5,6,1139.45,1
412,931.2,0.4,1637.37,3,909.65,0
413,792.01,0.07,3661.93,6,656.26,0
414,1568.34,0.2,10793.66,9,1499.12,1
415,1346.43,0.34,4872.62,5,1476.55,0
416,1730.25,0.01,3270.29,2,1651.66,0
417,1435.19,0.24,8133.64,8,1337.77,1
418,819.56,0.11,6815.07,9,850.82,1
419,1228.91,0.34,4659.17,5,1411.87,0
420,895.31,0.11,4568.4,7,733.29,0
421,704.52,0.27,3435.15,7,672.24,0
422,1065.84,0.27,1343.4,2,920.14,0
423,1494.46,0.09,7331.14,5,1611.24,1
424,1282.47,0.01,2138.82,2,1080.21,0
425,782.73,0.16,6307.53,9,834.33,1
426,1055.3,0.12,8492.35,10,965.04,1
427,1157.14,0.32,4152.54,6,1017.78,0
428,693.27,0.32,3322.22,6,814.27,0
429,1413.95,0.18,12169.88,13,1141.64,1
430,1131.38,0.24,8384.47,10,1103.22,1
431,782.82,0.24,2405.51,5,633.03,0
432,765.85,0.33,4078,8,760.82,0
433,1530.2,0.17,8894.18,7,1530.84,1
434,1085.76,0.11,6281.77,7,1008.31,1
435,1557.11,0.11,5909.6,5,1328,1
436,1671.65,0.21,5021.24,4,1589,0
437,1506.73,0.18,7923.91,6,1610.55,1
438,1039.97,0.18,3796.4,4,1157.44,0
439,450.65,0.04,3065.6,7,456.19,0
440,1293.9,0.29,3806.71,4,1340.39,0
441,1827.47,0.09,8783.07,6,1608.62,1
442,1189.38,0.08,5005.72,5,1088.2,0
443,603.06,0.17,2164.22,5,521.5,0
444,997.54,0.09,2450.18,3,897.5,0
445,1144.88,0.23,3138.18,4,1018.89,0
446,870.6,0.15,7457.64,10,877.37,1
447,430.81,0.18,2896.96,8,441.61,0
448,1170.64,0.21,2178.8,2,1378.99,0
449,964.54,0.08,5455.26,7,847.09,1
450,1731.81,0.06,3440.31,2,1829.95,0
451,1230.31,0.35,5407.12,6,1386.44,0
452,1340.87,0.17,6838.44,6,1373.18,1
453,1164.27,0.16,2646.43,3,1050.17,0
454,1228.12,0.01,3301.07,3,1111.47,0
455,704.31,0.2,5055.69,11,574.51,0
456,887.95,0.22,4470.92,7,818.85,0
457,1526.58,0.22,10457.87,8,1675.94,1
458,1262.84,0.28,5212.72,7,1034.27,0
459,1080.45,0.07,2676,3,959.14,0
460,1345.85,0.1,5244.73,4,1456.87,0
461,1351.76,0.32,4092.48,4,1504.59,0
462,1797.27,0.38,6566.36,6,1765.15,0
463,1248.92,0.05,6402.38,5,1347.87,1
464,881.25,0.2,7407.4,11,841.75,1
465,1165.29,0.09,9161.61,10,1006.77,1
466,1382.27,0.02,6497.2,5,1325.96,1
467,1498.7,0.13,1345.58,1,1546.64,0
468,715.49,0.06,3965.48,5,843.72,0
469,1276.11,0.28,3041.22,4,1055.98,0
470,930.82,0.21,2950.08,4,933.57,0
471,1030.01,0.06,6313.64,7,959.52,1
472,1453.75,0,13127.22,9,1458.58,1
473,1423.87,0.32,3135.48,4,1152.75,0
474,996.55,0.07,5144.87,6,922.02,1
475,1152.65,0.24,5928.59,6,1300.13,1
476,1039.18,0.13,4617.96,5,1061.6,0
477,2067.51,0.23,12484.1,8,2026.64,1
478,1283.51,0.13,6125.15,6,1173.4,1
479,948.16,0.03,3381.65,4,871.56,0
480,1596.65,0.09,9695.08,7,1521.99,1
481,1607.24,0.08,8385.71,5,1822.98,1
482,1737.5,0.17,3423.27,2,2062.21,0
483,1826.4,0.26,2636.74,2,1781.58,0
484,1412.31,0.11,12033.33,10,1352.06,1
485,1095.04,0,12468.3,10,1246.83,1
486,1139.21,0.21,6115.63,7,1105.9,1
487,1112.38,0.24,5178.02,6,1135.53,1
488,1078.87,0.39,3523.7,6,962.76,0
489,1571.98,0.24,7866.41,6,1725.09,1
490,1200.22,0.19,7876.96,8,1215.58,1
491,1491.43,0.23,5161.43,4,1675.79,0
492,1402.95,0.37,2949.33,3,1560.49,0
493,870.4,0.33,3100.14,6,771.18,0
494,684.85,0.13,4530.47,7,743.92,0
495,829,0.09,5914.54,7,928.5,1
496,1071.99,0.11,1790.68,2,1006,0
497,1240.3,0.2,5173.78,6,1077.87,1
498,1005.51,0.3,4510.63,8,805.47,0
499,1410.92,0.2,12172.25,11,1383.21,1
500,1041.69,0.03,7606.35,8,980.2,1
501,1277.09,0.29,8339.84,9,1305.14,0
502,1235.27,0.32,3675.84,5,1081.13,0
503,1720.33,0.12,6926.76,4,1967.83,0
504,907.43,0.27,5982.35,10,819.5,0
505,1862.53,0.17,6883.69,5,1658.72,1
506,1021.7,0.36,1297.69,2,1013.82,0
507,797.98,0.34,4737.8,9,797.61,0
508,1134.93,0.21,6355.33,8,1005.59,1
509,2172.04,0.28,8526.95,6,1973.83,0
510,1468.56,0.35,2485.35,3,1274.54,0
511,1380.89,0.2,3603.74,3,1501.56,0
512,1438.56,0.13,11094.1,8,1593.98,1
513,969.12,0.3,2672.66,4,954.52,0
514,1297.81,0.09,3846.43,3,1408.95,0
515,1200.75,0.16,4415.28,4,1314.07,0
516,1742.72,0.35,5813.22,6,1490.57,0
517,1167.39,0.29,4917,5,1385.07,0
518,1086.52,0.16,7209.12,7,1226.04,1
519,850.56,0.09,6825.18,10,750.02,1
520,1242,0.14,7472.3,8,1086.09,1
521,1287.89,0.11,6822.16,7,1095.05,1
522,839.52,0.07,3339.07,5,718.08,0
523,1335.95,0.3,5139.96,5,1468.56,0
524,1269.95,0.1,6774.46,6,1254.53,1
525,1504.03,0.18,8237.31,6,1674.25,1
526,1563.71,0.15,4380.24,3,1717.74,0
527,1228.28,0.39,5464.23,7,1279.68,0
528,889.09,0.16,3210.04,4,955.37,0
529,950.81,0.03,5212.21,7,767.63,1
530,1728.64,0.04,9207.3,6,1598.49,1
531,1249.65,0.24,7014.63,7,1318.54,1
532,1723.85,0.24,4211.98,4,1385.52,0
533,1349.58,0.17,2732.7,3,1097.47,0
534,1426.12,0.17,5401.14,4,1626.85,0
535,1481.62,0.02,9353.2,6,1590.68,1
536,833.06,0.21,2981.78,5,754.88,0
537,1292.09,0.2,5556.96,5,1389.24,1
538,828.9,0.06,10443.81,12,925.87,1
539,1114.53,0.04,5923.58,6,1028.4,1
540,1392.05,0.05,4308.1,4,1133.71,0
541,892.4,0.04,6030.03,6,1046.88,1
542,1367.8,0.24,5850.89,6,1283.09,1
543,750.49,0.08,5235.94,9,632.36,1
544,1543,0.1,12457.56,9,1537.97,1
545,1000.67,0.07,5152.8,5,1108.13,1
546,891.86,0.38,3439.71,7,792.56,0
547,769.39,0.34,4609.77,10,698.45,0
548,1026.19,0.09,1675.46,2,920.58,0
549,627.72,0.13,3267.59,5,751.17,0
550,1035.48,0.08,4186.69,5,910.15,0
551,1529.85,0.2,6304.24,5,1576.06,1
552,1143.39,0.01,9271.58,7,1337.89,1
553,846.74,0.27,2123.28,4,727.15,0
554,1267.88,0.21,8331.89,7,1506.67,1
555,1241.37,0.36,3746.71,4,1463.56,0
556,1786.98,0.07,15340.31,8,2061.87,1
557,1437.22,0.32,4328.61,5,1273.12,0
558,1291.68,0.32,6478.07,7,1360.94,0
559,1471.52,0.05,7719.13,5,1625.08,1
560,1159.69,0.16,9308.21,8,1385.15,1
561,1177.38,0.07,4774.95,5,1026.87,0
562,1697.68,0.1,5071.49,3,1878.33,0
563,709.33,0.11,4724.76,8,663.59,0
564,1490.38,0.22,12139.92,12,1297,1
565,1166.76,0.16,9492.59,10,1130.07,1
566,1112.55,0.38,2312.56,3,1243.31,0
567,1034.13,0.05,2905.83,3,1019.59,0
568,1246.1,0.39,6943.75,9,1264.8,0
569,1186.94,0.09,9058.33,7,1422.03,1
570,1075.59,0.31,2848.82,4,1032.18,0
571,989.2,0.14,4449.9,5,1034.86,0
572,628.4,0.06,1676.57,3,594.53,0
573,982.86,0.34,2483.47,4,940.71,0
